Code Tâche;Famille Code;Famille;Commentaire / Type d’équipe;Catégorie Code;Catégorie;Sous-catégorie Code;Sous-catégorie;Nom de la tâche;Description détaillée;Unité;Rendement (h/Unité) - estimatif;Contrôles Qualité (résumé);Normes / Références
FT20/CT04/SC03/T16;FT20;Sols souples;;FT20/CT04;Plinthes, barres de seuil et accessoires;FT20/CT04/SC03;Installation des profilés;Mise en place / Pose – ;Exécuter la mise en œuvre conformément aux normes DTU/RE 2020.;m²;0,66;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT20/CT04/SC03/T17;FT20;Sols souples;;FT20/CT04;Plinthes, barres de seuil et accessoires;FT20/CT04/SC03;Installation des profilés;Fixations / Assemblages – ;Réaliser ancrages, vissage, scellements, contrôles de couple/adhérence.;m²;0,7;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT20/CT04/SC03/T18;FT20;Sols souples;;FT20/CT04;Plinthes, barres de seuil et accessoires;FT20/CT04/SC03;Installation des profilés;Raccordements – ;Effectuer raccordements fonctionnels et étanches (fluides/élec/air).;m²;0,73;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT20/CT04/SC03/T19;FT20;Sols souples;;FT20/CT04;Plinthes, barres de seuil et accessoires;FT20/CT04/SC03;Installation des profilés;Traitements & protections – ;Appliquer traitements (anticorrosion/étanchéité/feu) et protections provisoires.;m²;0,77;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT20/CT04/SC03/T20;FT20;Sols souples;;FT20/CT04;Plinthes, barres de seuil et accessoires;FT20/CT04/SC03;Installation des profilés;Contrôles qualité – ;Vérifier conformité visuelle et dimensionnelle, PV de contrôle et photos.;m²;0,63;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT20/CT04/SC04/T01;FT20;Sols souples;;FT20/CT04;Plinthes, barres de seuil et accessoires;FT20/CT04/SC04;Raccordements spécifiques;Études & préparation – ;Analyser plans et CCTP, repérer interfaces et contraintes, établir mode opératoire.;m²;0,66;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT20/CT04/SC04/T02;FT20;Sols souples;;FT20/CT04;Plinthes, barres de seuil et accessoires;FT20/CT04/SC04;Raccordements spécifiques;Traçage & implantation – ;Tracer axes, niveaux et réservations, contrôler tolérances (laser, niveau).;m²;0,7;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT20/CT04/SC04/T03;FT20;Sols souples;;FT20/CT04;Plinthes, barres de seuil et accessoires;FT20/CT04/SC04;Raccordements spécifiques;Approvisionnement & stockage – ;Planifier, réceptionner et stocker matériaux selon fiches techniques.;m²;0,73;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT20/CT04/SC04/T04;FT20;Sols souples;;FT20/CT04;Plinthes, barres de seuil et accessoires;FT20/CT04/SC04;Raccordements spécifiques;Mise en place / Pose – ;Exécuter la mise en œuvre conformément aux normes DTU/RE 2020.;m²;0,77;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT20/CT04/SC04/T05;FT20;Sols souples;;FT20/CT04;Plinthes, barres de seuil et accessoires;FT20/CT04/SC04;Raccordements spécifiques;Fixations / Assemblages – ;Réaliser ancrages, vissage, scellements, contrôles de couple/adhérence.;m²;0,63;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT20/CT04/SC04/T06;FT20;Sols souples;;FT20/CT04;Plinthes, barres de seuil et accessoires;FT20/CT04/SC04;Raccordements spécifiques;Raccordements – ;Effectuer raccordements fonctionnels et étanches (fluides/élec/air).;m²;0,66;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT20/CT04/SC04/T07;FT20;Sols souples;;FT20/CT04;Plinthes, barres de seuil et accessoires;FT20/CT04/SC04;Raccordements spécifiques;Traitements & protections – ;Appliquer traitements (anticorrosion/étanchéité/feu) et protections provisoires.;m²;0,7;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT20/CT04/SC04/T08;FT20;Sols souples;;FT20/CT04;Plinthes, barres de seuil et accessoires;FT20/CT04/SC04;Raccordements spécifiques;Contrôles qualité – ;Vérifier conformité visuelle et dimensionnelle, PV de contrôle et photos.;m²;0,73;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT20/CT04/SC04/T09;FT20;Sols souples;;FT20/CT04;Plinthes, barres de seuil et accessoires;FT20/CT04/SC04;Raccordements spécifiques;Nettoyage & déblais – ;Évacuer chutes, nettoyer zone, trier déchets selon filières agréées.;m²;0,77;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT20/CT04/SC04/T10;FT20;Sols souples;;FT20/CT04;Plinthes, barres de seuil et accessoires;FT20/CT04/SC04;Raccordements spécifiques;Mises en service / Essais – ;Procéder aux essais, réglages et mise en service avec PV.;m²;0,63;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT20/CT04/SC04/T11;FT20;Sols souples;;FT20/CT04;Plinthes, barres de seuil et accessoires;FT20/CT04/SC04;Raccordements spécifiques;Finitions – ;Réaliser finitions, joints et retouches pour conformité esthétique.;m²;0,66;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT20/CT04/SC04/T12;FT20;Sols souples;;FT20/CT04;Plinthes, barres de seuil et accessoires;FT20/CT04/SC04;Raccordements spécifiques;Réception interne – ;Effectuer auto-contrôle, corriger non-conformités, préparer DOE.;m²;0,7;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT20/CT04/SC04/T13;FT20;Sols souples;;FT20/CT04;Plinthes, barres de seuil et accessoires;FT20/CT04/SC04;Raccordements spécifiques;Études & préparation – ;Analyser plans et CCTP, repérer interfaces et contraintes, établir mode opératoire.;m²;0,73;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT20/CT04/SC04/T14;FT20;Sols souples;;FT20/CT04;Plinthes, barres de seuil et accessoires;FT20/CT04/SC04;Raccordements spécifiques;Traçage & implantation – ;Tracer axes, niveaux et réservations, contrôler tolérances (laser, niveau).;m²;0,77;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT20/CT04/SC04/T15;FT20;Sols souples;;FT20/CT04;Plinthes, barres de seuil et accessoires;FT20/CT04/SC04;Raccordements spécifiques;Approvisionnement & stockage – ;Planifier, réceptionner et stocker matériaux selon fiches techniques.;m²;0,63;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT20/CT04/SC04/T16;FT20;Sols souples;;FT20/CT04;Plinthes, barres de seuil et accessoires;FT20/CT04/SC04;Raccordements spécifiques;Mise en place / Pose – ;Exécuter la mise en œuvre conformément aux normes DTU/RE 2020.;m²;0,66;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT20/CT04/SC04/T17;FT20;Sols souples;;FT20/CT04;Plinthes, barres de seuil et accessoires;FT20/CT04/SC04;Raccordements spécifiques;Fixations / Assemblages – ;Réaliser ancrages, vissage, scellements, contrôles de couple/adhérence.;m²;0,7;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT20/CT04/SC04/T18;FT20;Sols souples;;FT20/CT04;Plinthes, barres de seuil et accessoires;FT20/CT04/SC04;Raccordements spécifiques;Raccordements – ;Effectuer raccordements fonctionnels et étanches (fluides/élec/air).;m²;0,73;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT20/CT04/SC04/T19;FT20;Sols souples;;FT20/CT04;Plinthes, barres de seuil et accessoires;FT20/CT04/SC04;Raccordements spécifiques;Traitements & protections – ;Appliquer traitements (anticorrosion/étanchéité/feu) et protections provisoires.;m²;0,77;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT20/CT04/SC04/T20;FT20;Sols souples;;FT20/CT04;Plinthes, barres de seuil et accessoires;FT20/CT04/SC04;Raccordements spécifiques;Contrôles qualité – ;Vérifier conformité visuelle et dimensionnelle, PV de contrôle et photos.;m²;0,63;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT20/CT04/SC05/T01;FT20;Sols souples;;FT20/CT04;Plinthes, barres de seuil et accessoires;FT20/CT04/SC05;Contrôles intermédiaires et retouches;Études & préparation – ;Analyser plans et CCTP, repérer interfaces et contraintes, établir mode opératoire.;m²;0,66;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT20/CT04/SC05/T02;FT20;Sols souples;;FT20/CT04;Plinthes, barres de seuil et accessoires;FT20/CT04/SC05;Contrôles intermédiaires et retouches;Traçage & implantation – ;Tracer axes, niveaux et réservations, contrôler tolérances (laser, niveau).;m²;0,7;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT20/CT04/SC05/T03;FT20;Sols souples;;FT20/CT04;Plinthes, barres de seuil et accessoires;FT20/CT04/SC05;Contrôles intermédiaires et retouches;Approvisionnement & stockage – ;Planifier, réceptionner et stocker matériaux selon fiches techniques.;m²;0,73;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT20/CT04/SC05/T04;FT20;Sols souples;;FT20/CT04;Plinthes, barres de seuil et accessoires;FT20/CT04/SC05;Contrôles intermédiaires et retouches;Mise en place / Pose – ;Exécuter la mise en œuvre conformément aux normes DTU/RE 2020.;m²;0,77;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT20/CT04/SC05/T05;FT20;Sols souples;;FT20/CT04;Plinthes, barres de seuil et accessoires;FT20/CT04/SC05;Contrôles intermédiaires et retouches;Fixations / Assemblages – ;Réaliser ancrages, vissage, scellements, contrôles de couple/adhérence.;m²;0,63;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT20/CT04/SC05/T06;FT20;Sols souples;;FT20/CT04;Plinthes, barres de seuil et accessoires;FT20/CT04/SC05;Contrôles intermédiaires et retouches;Raccordements – ;Effectuer raccordements fonctionnels et étanches (fluides/élec/air).;m²;0,66;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT20/CT04/SC05/T07;FT20;Sols souples;;FT20/CT04;Plinthes, barres de seuil et accessoires;FT20/CT04/SC05;Contrôles intermédiaires et retouches;Traitements & protections – ;Appliquer traitements (anticorrosion/étanchéité/feu) et protections provisoires.;m²;0,7;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT20/CT04/SC05/T08;FT20;Sols souples;;FT20/CT04;Plinthes, barres de seuil et accessoires;FT20/CT04/SC05;Contrôles intermédiaires et retouches;Contrôles qualité – ;Vérifier conformité visuelle et dimensionnelle, PV de contrôle et photos.;m²;0,73;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT20/CT04/SC05/T09;FT20;Sols souples;;FT20/CT04;Plinthes, barres de seuil et accessoires;FT20/CT04/SC05;Contrôles intermédiaires et retouches;Nettoyage & déblais – ;Évacuer chutes, nettoyer zone, trier déchets selon filières agréées.;m²;0,77;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT20/CT04/SC05/T10;FT20;Sols souples;;FT20/CT04;Plinthes, barres de seuil et accessoires;FT20/CT04/SC05;Contrôles intermédiaires et retouches;Mises en service / Essais – ;Procéder aux essais, réglages et mise en service avec PV.;m²;0,63;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT20/CT04/SC05/T11;FT20;Sols souples;;FT20/CT04;Plinthes, barres de seuil et accessoires;FT20/CT04/SC05;Contrôles intermédiaires et retouches;Finitions – ;Réaliser finitions, joints et retouches pour conformité esthétique.;m²;0,66;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT20/CT04/SC05/T12;FT20;Sols souples;;FT20/CT04;Plinthes, barres de seuil et accessoires;FT20/CT04/SC05;Contrôles intermédiaires et retouches;Réception interne – ;Effectuer auto-contrôle, corriger non-conformités, préparer DOE.;m²;0,7;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT20/CT04/SC05/T13;FT20;Sols souples;;FT20/CT04;Plinthes, barres de seuil et accessoires;FT20/CT04/SC05;Contrôles intermédiaires et retouches;Études & préparation – ;Analyser plans et CCTP, repérer interfaces et contraintes, établir mode opératoire.;m²;0,73;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT20/CT04/SC05/T14;FT20;Sols souples;;FT20/CT04;Plinthes, barres de seuil et accessoires;FT20/CT04/SC05;Contrôles intermédiaires et retouches;Traçage & implantation – ;Tracer axes, niveaux et réservations, contrôler tolérances (laser, niveau).;m²;0,77;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT20/CT04/SC05/T15;FT20;Sols souples;;FT20/CT04;Plinthes, barres de seuil et accessoires;FT20/CT04/SC05;Contrôles intermédiaires et retouches;Approvisionnement & stockage – ;Planifier, réceptionner et stocker matériaux selon fiches techniques.;m²;0,63;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT20/CT04/SC05/T16;FT20;Sols souples;;FT20/CT04;Plinthes, barres de seuil et accessoires;FT20/CT04/SC05;Contrôles intermédiaires et retouches;Mise en place / Pose – ;Exécuter la mise en œuvre conformément aux normes DTU/RE 2020.;m²;0,66;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT20/CT04/SC05/T17;FT20;Sols souples;;FT20/CT04;Plinthes, barres de seuil et accessoires;FT20/CT04/SC05;Contrôles intermédiaires et retouches;Fixations / Assemblages – ;Réaliser ancrages, vissage, scellements, contrôles de couple/adhérence.;m²;0,7;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT20/CT04/SC05/T18;FT20;Sols souples;;FT20/CT04;Plinthes, barres de seuil et accessoires;FT20/CT04/SC05;Contrôles intermédiaires et retouches;Raccordements – ;Effectuer raccordements fonctionnels et étanches (fluides/élec/air).;m²;0,73;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT20/CT04/SC05/T19;FT20;Sols souples;;FT20/CT04;Plinthes, barres de seuil et accessoires;FT20/CT04/SC05;Contrôles intermédiaires et retouches;Traitements & protections – ;Appliquer traitements (anticorrosion/étanchéité/feu) et protections provisoires.;m²;0,77;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT20/CT04/SC06/T01;FT20;Sols souples;;FT20/CT04;Plinthes, barres de seuil et accessoires;FT20/CT04/SC06;Nettoyage et réception finale;Études & préparation – ;Analyser plans et CCTP, repérer interfaces et contraintes, établir mode opératoire.;m²;0,66;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT20/CT04/SC06/T02;FT20;Sols souples;;FT20/CT04;Plinthes, barres de seuil et accessoires;FT20/CT04/SC06;Nettoyage et réception finale;Traçage & implantation – ;Tracer axes, niveaux et réservations, contrôler tolérances (laser, niveau).;m²;0,7;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT20/CT04/SC06/T03;FT20;Sols souples;;FT20/CT04;Plinthes, barres de seuil et accessoires;FT20/CT04/SC06;Nettoyage et réception finale;Approvisionnement & stockage – ;Planifier, réceptionner et stocker matériaux selon fiches techniques.;m²;0,73;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT20/CT04/SC06/T04;FT20;Sols souples;;FT20/CT04;Plinthes, barres de seuil et accessoires;FT20/CT04/SC06;Nettoyage et réception finale;Mise en place / Pose – ;Exécuter la mise en œuvre conformément aux normes DTU/RE 2020.;m²;0,77;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT20/CT04/SC06/T05;FT20;Sols souples;;FT20/CT04;Plinthes, barres de seuil et accessoires;FT20/CT04/SC06;Nettoyage et réception finale;Fixations / Assemblages – ;Réaliser ancrages, vissage, scellements, contrôles de couple/adhérence.;m²;0,63;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT20/CT04/SC06/T06;FT20;Sols souples;;FT20/CT04;Plinthes, barres de seuil et accessoires;FT20/CT04/SC06;Nettoyage et réception finale;Raccordements – ;Effectuer raccordements fonctionnels et étanches (fluides/élec/air).;m²;0,66;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT20/CT04/SC06/T07;FT20;Sols souples;;FT20/CT04;Plinthes, barres de seuil et accessoires;FT20/CT04/SC06;Nettoyage et réception finale;Traitements & protections – ;Appliquer traitements (anticorrosion/étanchéité/feu) et protections provisoires.;m²;0,7;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT20/CT04/SC06/T08;FT20;Sols souples;;FT20/CT04;Plinthes, barres de seuil et accessoires;FT20/CT04/SC06;Nettoyage et réception finale;Contrôles qualité – ;Vérifier conformité visuelle et dimensionnelle, PV de contrôle et photos.;m²;0,73;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT20/CT04/SC06/T09;FT20;Sols souples;;FT20/CT04;Plinthes, barres de seuil et accessoires;FT20/CT04/SC06;Nettoyage et réception finale;Nettoyage & déblais – ;Évacuer chutes, nettoyer zone, trier déchets selon filières agréées.;m²;0,77;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT20/CT04/SC06/T10;FT20;Sols souples;;FT20/CT04;Plinthes, barres de seuil et accessoires;FT20/CT04/SC06;Nettoyage et réception finale;Mises en service / Essais – ;Procéder aux essais, réglages et mise en service avec PV.;m²;0,63;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT20/CT04/SC06/T11;FT20;Sols souples;;FT20/CT04;Plinthes, barres de seuil et accessoires;FT20/CT04/SC06;Nettoyage et réception finale;Finitions – ;Réaliser finitions, joints et retouches pour conformité esthétique.;m²;0,66;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT20/CT04/SC06/T12;FT20;Sols souples;;FT20/CT04;Plinthes, barres de seuil et accessoires;FT20/CT04/SC06;Nettoyage et réception finale;Réception interne – ;Effectuer auto-contrôle, corriger non-conformités, préparer DOE.;m²;0,7;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT20/CT04/SC06/T13;FT20;Sols souples;;FT20/CT04;Plinthes, barres de seuil et accessoires;FT20/CT04/SC06;Nettoyage et réception finale;Études & préparation – ;Analyser plans et CCTP, repérer interfaces et contraintes, établir mode opératoire.;m²;0,73;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT20/CT04/SC06/T14;FT20;Sols souples;;FT20/CT04;Plinthes, barres de seuil et accessoires;FT20/CT04/SC06;Nettoyage et réception finale;Traçage & implantation – ;Tracer axes, niveaux et réservations, contrôler tolérances (laser, niveau).;m²;0,77;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT20/CT04/SC06/T15;FT20;Sols souples;;FT20/CT04;Plinthes, barres de seuil et accessoires;FT20/CT04/SC06;Nettoyage et réception finale;Approvisionnement & stockage – ;Planifier, réceptionner et stocker matériaux selon fiches techniques.;m²;0,63;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT20/CT04/SC06/T16;FT20;Sols souples;;FT20/CT04;Plinthes, barres de seuil et accessoires;FT20/CT04/SC06;Nettoyage et réception finale;Mise en place / Pose – ;Exécuter la mise en œuvre conformément aux normes DTU/RE 2020.;m²;0,66;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT20/CT04/SC06/T17;FT20;Sols souples;;FT20/CT04;Plinthes, barres de seuil et accessoires;FT20/CT04/SC06;Nettoyage et réception finale;Fixations / Assemblages – ;Réaliser ancrages, vissage, scellements, contrôles de couple/adhérence.;m²;0,7;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT20/CT04/SC06/T18;FT20;Sols souples;;FT20/CT04;Plinthes, barres de seuil et accessoires;FT20/CT04/SC06;Nettoyage et réception finale;Raccordements – ;Effectuer raccordements fonctionnels et étanches (fluides/élec/air).;m²;0,73;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT20/CT05/SC01/T01;FT20;Sols souples;;FT20/CT05;Signalisation et protections;FT20/CT05/SC01;Études & outillage spécifiques;Études & préparation – ;Analyser plans et CCTP, repérer interfaces et contraintes, établir mode opératoire.;m²;0,66;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT20/CT05/SC01/T02;FT20;Sols souples;;FT20/CT05;Signalisation et protections;FT20/CT05/SC01;Études & outillage spécifiques;Traçage & implantation – ;Tracer axes, niveaux et réservations, contrôler tolérances (laser, niveau).;m²;0,7;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT20/CT05/SC01/T03;FT20;Sols souples;;FT20/CT05;Signalisation et protections;FT20/CT05/SC01;Études & outillage spécifiques;Approvisionnement & stockage – ;Planifier, réceptionner et stocker matériaux selon fiches techniques.;m²;0,73;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT20/CT05/SC01/T04;FT20;Sols souples;;FT20/CT05;Signalisation et protections;FT20/CT05/SC01;Études & outillage spécifiques;Mise en place / Pose – ;Exécuter la mise en œuvre conformément aux normes DTU/RE 2020.;m²;0,77;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT20/CT05/SC01/T05;FT20;Sols souples;;FT20/CT05;Signalisation et protections;FT20/CT05/SC01;Études & outillage spécifiques;Fixations / Assemblages – ;Réaliser ancrages, vissage, scellements, contrôles de couple/adhérence.;m²;0,63;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT20/CT05/SC01/T06;FT20;Sols souples;;FT20/CT05;Signalisation et protections;FT20/CT05/SC01;Études & outillage spécifiques;Raccordements – ;Effectuer raccordements fonctionnels et étanches (fluides/élec/air).;m²;0,66;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT20/CT05/SC01/T07;FT20;Sols souples;;FT20/CT05;Signalisation et protections;FT20/CT05/SC01;Études & outillage spécifiques;Traitements & protections – ;Appliquer traitements (anticorrosion/étanchéité/feu) et protections provisoires.;m²;0,7;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT20/CT05/SC01/T08;FT20;Sols souples;;FT20/CT05;Signalisation et protections;FT20/CT05/SC01;Études & outillage spécifiques;Contrôles qualité – ;Vérifier conformité visuelle et dimensionnelle, PV de contrôle et photos.;m²;0,73;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT20/CT05/SC01/T09;FT20;Sols souples;;FT20/CT05;Signalisation et protections;FT20/CT05/SC01;Études & outillage spécifiques;Nettoyage & déblais – ;Évacuer chutes, nettoyer zone, trier déchets selon filières agréées.;m²;0,77;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT20/CT05/SC01/T10;FT20;Sols souples;;FT20/CT05;Signalisation et protections;FT20/CT05/SC01;Études & outillage spécifiques;Mises en service / Essais – ;Procéder aux essais, réglages et mise en service avec PV.;m²;0,63;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT20/CT05/SC01/T11;FT20;Sols souples;;FT20/CT05;Signalisation et protections;FT20/CT05/SC01;Études & outillage spécifiques;Finitions – ;Réaliser finitions, joints et retouches pour conformité esthétique.;m²;0,66;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT20/CT05/SC01/T12;FT20;Sols souples;;FT20/CT05;Signalisation et protections;FT20/CT05/SC01;Études & outillage spécifiques;Réception interne – ;Effectuer auto-contrôle, corriger non-conformités, préparer DOE.;m²;0,7;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT20/CT05/SC01/T13;FT20;Sols souples;;FT20/CT05;Signalisation et protections;FT20/CT05/SC01;Études & outillage spécifiques;Études & préparation – ;Analyser plans et CCTP, repérer interfaces et contraintes, établir mode opératoire.;m²;0,73;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT20/CT05/SC01/T14;FT20;Sols souples;;FT20/CT05;Signalisation et protections;FT20/CT05/SC01;Études & outillage spécifiques;Traçage & implantation – ;Tracer axes, niveaux et réservations, contrôler tolérances (laser, niveau).;m²;0,77;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT20/CT05/SC01/T15;FT20;Sols souples;;FT20/CT05;Signalisation et protections;FT20/CT05/SC01;Études & outillage spécifiques;Approvisionnement & stockage – ;Planifier, réceptionner et stocker matériaux selon fiches techniques.;m²;0,63;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT20/CT05/SC01/T16;FT20;Sols souples;;FT20/CT05;Signalisation et protections;FT20/CT05/SC01;Études & outillage spécifiques;Mise en place / Pose – ;Exécuter la mise en œuvre conformément aux normes DTU/RE 2020.;m²;0,66;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT20/CT05/SC01/T17;FT20;Sols souples;;FT20/CT05;Signalisation et protections;FT20/CT05/SC01;Études & outillage spécifiques;Fixations / Assemblages – ;Réaliser ancrages, vissage, scellements, contrôles de couple/adhérence.;m²;0,7;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT20/CT05/SC01/T18;FT20;Sols souples;;FT20/CT05;Signalisation et protections;FT20/CT05/SC01;Études & outillage spécifiques;Raccordements – ;Effectuer raccordements fonctionnels et étanches (fluides/élec/air).;m²;0,73;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT20/CT05/SC01/T19;FT20;Sols souples;;FT20/CT05;Signalisation et protections;FT20/CT05/SC01;Études & outillage spécifiques;Traitements & protections – ;Appliquer traitements (anticorrosion/étanchéité/feu) et protections provisoires.;m²;0,77;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT20/CT05/SC01/T20;FT20;Sols souples;;FT20/CT05;Signalisation et protections;FT20/CT05/SC01;Études & outillage spécifiques;Contrôles qualité – ;Vérifier conformité visuelle et dimensionnelle, PV de contrôle et photos.;m²;0,63;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT20/CT05/SC02/T01;FT20;Sols souples;;FT20/CT05;Signalisation et protections;FT20/CT05/SC02;Mise en œuvre des protections;Études & préparation – ;Analyser plans et CCTP, repérer interfaces et contraintes, établir mode opératoire.;m²;0,66;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT20/CT05/SC02/T02;FT20;Sols souples;;FT20/CT05;Signalisation et protections;FT20/CT05/SC02;Mise en œuvre des protections;Traçage & implantation – ;Tracer axes, niveaux et réservations, contrôler tolérances (laser, niveau).;m²;0,7;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT20/CT05/SC02/T03;FT20;Sols souples;;FT20/CT05;Signalisation et protections;FT20/CT05/SC02;Mise en œuvre des protections;Approvisionnement & stockage – ;Planifier, réceptionner et stocker matériaux selon fiches techniques.;m²;0,73;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT20/CT05/SC02/T04;FT20;Sols souples;;FT20/CT05;Signalisation et protections;FT20/CT05/SC02;Mise en œuvre des protections;Mise en place / Pose – ;Exécuter la mise en œuvre conformément aux normes DTU/RE 2020.;m²;0,77;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT20/CT05/SC02/T05;FT20;Sols souples;;FT20/CT05;Signalisation et protections;FT20/CT05/SC02;Mise en œuvre des protections;Fixations / Assemblages – ;Réaliser ancrages, vissage, scellements, contrôles de couple/adhérence.;m²;0,63;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
